id;name;wine_type;barcode;brand;company;research_year;vintage;sugar;color;price;price_for;rating_gost;rating;url
94;Губернаторское. Ркацители. тихое купажное сухое белое 2017;Белое;4605899002775;Винодельня ВедерниковЪ;;2019;2017;Сухое;Белое;604;0.75;74.35;3.718;https://rskrf.ru//goods/gubernatorskoe-rkatsiteli-tikhoe-kupazhnoe-sukhoe-beloe-2017/
95;Губернаторское. Рислинг. тихое купажное сухое белое 2017;Белое;4605899002768;Винодельня ВедерниковЪ;;2019;2017;Сухое;Белое;598;0.75;73.18;3.659;https://rskrf.ru//goods/gubernatorskoe-risling-tikhoe-kupazhnoe-sukhoe-beloe-2017/
96;«Губернаторское» Рислинг  2015;Белое;4605899002768;Винодельня ВедерниковЪ;МИЛЛЕРОВСКИЙ ВИНЗАВОД АО;2018;2015;Сухое;Белое;725;0.75;80.13;4.007;https://rskrf.ru//goods/gubernatorskoe-risling-vino-geograficheskogo-naimenovaniya-vedernikovskoe-sukhoe-beloe-urozhaya-2015/
97;«Губернаторское» Ркацители  2015;Белое;4605899002775;Винодельня ВедерниковЪ;МИЛЛЕРОВСКИЙ ВИНЗАВОД АО;2018;2015;Сухое;Белое;725;0.75;78;3.900;https://rskrf.ru//goods/gubernatorskoe-rkatsiteli-vino-geograficheskogo-naimenovaniya-vedernikovskoe-sukhoe-beloe-urozhaya-2/
98;Винодельня Покровская Каберне Совиньон. Вино столовое сухое красное  2019;Красное;4627120690216;Винодельня Покровская;"ООО ""Дубовский ВИНОград""";2020;2019;Сухое;Красное;540;0.75;82.1;4.105;https://rskrf.ru//goods/vinodelnya-pokrovskaya-kaberne-sovinon-vino-stolovoe-sukhoe-krasnoe-2019/
99;Винодельня Покровская Мерло. Вино географического наименования сухое красное 2019;Красное;4627120690346;Винодельня Покровская;"ООО ""Дубовский ВИНОград""";2020;2019;Сухое;Красное;540;0.75;77.58;3.879;https://rskrf.ru//goods/vinodelnya-pokrovskaya-merlo-vino-geograficheskogo-naimenovaniya-sukhoe-krasnoe-2019/
100;"
                        Винодельня Покровская Каберне. Вино столовое полусладкое красное                     ";Красное;4627120690223;Винодельня Покровская;"ООО ""Дубовский ВИНОград""";2020;Без указания года;Полусладкое;Красное;470;0.75;76.41;3.821;https://rskrf.ru//goods/vinodelnya-pokrovskaya-kaberne-vino-stolovoe-polusladkoe-krasnoe-/
101;Винодельня Покровская Ркацители. Вино географического наименования сухое белое 2019;Белое;4627120690353;Винодельня Покровская;"ООО ""Дубовский ВИНОград""";2020;2019;Сухое;Белое;540;0.75;79;3.950;https://rskrf.ru//goods/vinodelnya-pokrovskaya-rkatsiteli-vino-geograficheskogo-naimenovaniya-sukhoe-beloe-2019-bez-ukazaniya/
102;"
                        Винодельня Покровская. Покровское вино столовое сухое белое                     ";Белое;4627120690209;Винодельня Покровская;"ООО ""Дубовский ВИНОград""";2020;Без указания года;Сухое;Белое;470;0.75;77.58;3.879;https://rskrf.ru//goods/vinodelnya-pokrovskaya-pokrovskoe-vino-stolovoe-sukhoe-beloe-bez-ukazaniya-goda/
103;"
                        Винодельня Покровская Рислинг. Вино столовое сухое белое                      ";Белое;4627120690070;Винодельня Покровская;"ООО ""Дубовский ВИНОград""";2020;Без указания года;Сухое;Белое;540;0.75;76.09;3.805;https://rskrf.ru//goods/vinodelnya-pokrovskaya-risling-vino-stolovoe-sukhoe-beloe-bez-ukazaniya-goda/
104;Винодельня Покровская Шардоне. Вино географического наименования сухое белое 2019;Белое;4627120690360;Винодельня Покровская;"ООО ""Дубовский ВИНОград""";2020;2019;Сухое;Белое;540;0.75;76;3.800;https://rskrf.ru//goods/vinodelnya-pokrovskaya-shardone-vino-geograficheskogo-naimenovaniya-sukhoe-beloe-2019-bez-ukazaniya-/
105;"
                        Винодельня Покровская Roze. вино столовое розовое полусладкое                     ";Розовое;4627120690308;Винодельня Покровская;"ООО ""Дубовский ВИНОград""";2020;Без указания года;Полусладкое;Розовое;1200;0.75;75.5;3.775;https://rskrf.ru//goods/vinodelnya-pokrovskaya-roze-vino-stolovoe-rozovoe-polusladkoe-/
106;"
                        Винодельня Покровская Лотос. вино столовое розовое сухое                       ";Розовое;4627120690018;Винодельня Покровская;"ООО ""Дубовский ВИНОград""";2020;Без указания года;Сухое;Розовое;1200;0.75;71.92;3.596;https://rskrf.ru//goods/vinodelnya-pokrovskaya-lotos-vino-stolovoe-rozovoe-sukhoe-/
107;"
                        Каберне Совиньон Винтаж                      ";Красное;4630017484904;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;Без указания года;Сухое;Красное;270;0.75;82.61;4.131;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-kaberne--fc3a76/
108;"
                        Шардоне                     ";Белое;4630017483013;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;Без указания года;Сухое;Белое;270;0.75;83.36;4.168;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-beloe-shardone/
109;Саперави Классик  2017;Красное;4630017483136;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Красное;225;0.75;82.83;4.142;https://rskrf.ru//goods/klassik-yubileynoy-vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukh-86d6a3/
110;"
                        Мерло Винтаж                     ";Красное;4630017484898;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;Без указания года;Полусладкое;Красное;270;0.75;81.77;4.089;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-polusladkoe-krasnoe-mer/
111;Каберне Фран Ассамбляж 2017;Красное;4630017484843;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Красное;639;0.75;81.36;4.068;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-kaberne-/
112;Амурский Потапенко 2017;Красное;4630017482962;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Красное;281;0.75;81.35;4.068;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-amurskiy/
113;Достойный Селект 2017;Красное;4630017484553;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Красное;299;0.75;81.12;4.056;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-dostoyny/
114;Каберне Фран Классик 2017;Красное;4630017484638;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Красное;225;0.75;80.87;4.044;https://rskrf.ru//goods/klassik-yubileynoy-vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukh-8aae6d/
115;Каберне Совиньон Ассамбляж 2017;Красное;4630017484874;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Красное;314;0.75;80.48;4.024;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-kaberne--5d6795/
116;Купаж № 20 2017;Красное;4630017483730;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Красное;272;0.75;79.98;3.999;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-sukhoe-krasnoe-kupazh-20/
117;Голубок – 40 лет Октября. Селект 2017;Красное;4630017484911;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Полусладкое;Красное;260;0.75;79.3;3.965;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-polusladkoe-krasnoe-gol/
118;Достойный Премиум Резерв 2017;Красное;4630017484782;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Красное;225;0.75;79.22;3.961;https://rskrf.ru//goods/premium-rezerv-yubileynoy-vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostr-e5c028/
119;Мерло Ассамбляж 2017;Красное;4630017484829;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Красное;260;0.75;78.48;3.924;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-merlo-as/
120;Каберне-Совиньон Классик 2017;Красное;4630017484683;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Красное;250;0.75;78.42;3.921;https://rskrf.ru//goods/klassik-yubileynoy-vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukh-e1b6d1/
121;Мускат Элеганс  2017;Белое;4630017484980;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Полусухое;Белое;234;0.75;84.86;4.243;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-polusukhoe-beloe-muskat-elegans-elegans-yubi/
122;Цитрон Цюрупинский Селект 2017;Белое;4630017484492;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Белое;416;0.75;84.37;4.219;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-beloe-tsitron-ts/
123;Пино Блан Премиум Резерв 2017;Белое;4630017484720;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Полусухое;Белое;234;0.75;83.36;4.168;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-polusukhoe-beloe-pino-b/
124;Рислинг Ассамбляж 2017;Белое;4630017484812;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Полусухое;Белое;260;0.75;83.17;4.159;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-polusukhoe-beloe-rislin/
125;Шардоне Ассамбляж 2017;Белое;4630017484867;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Белое;314;0.75;82.68;4.134;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-beloe-shardone-a/
