N;name;wine_type;barcode;brand;company;research_year;vintage;sugar;color;price;price_for;rating_gost;rating;url
80;F-Style Пти Вердо, вино сухое красное, ЗГУ «Кубань. Таманский полуостров»  2016;Красное;4603040014004;Фанагория;;2019;2016;Сухое;Красное;440;075;81.57;4.0785;https://rskrf.ru//goods/fanagoriya-f-style-pti-verdo-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-2018/
81;Купаж красный 2015;Красное;4699301416540;Усадьба Мысхако;ДЕЛЬТА КЛАБ ООО;2018;2015;Сухое;Красное;671;075;81.56;4.0780;https://rskrf.ru//goods/vino-stolovoe-sukhoe-krasnoe-usadba-myskhako-kupazh-krasnyy/
82;Sort Shiraz. Вино с ЗГУ «Кубань». Сухое красное  2018;Красное;4651114170095;Sort;"ООО ""ГунькоВВ""";2020;2018;Сухое;Красное;600;075;81.5;4.0750;https://rskrf.ru//goods/sort-shiraz-vino-s-zgu-kuban-sukhoe-krasnoe-2018/
83;Вино с защищенным географическим указанием «Кубань. Новороссийск» полусухое красное «Зинфандель. Квинтэссенция» 2019;Красное;4620036811386;Мысхако;"ООО ""МЫСХАКО""";2021;2019;Полусухое;Красное;649;075;81.5;4.0750;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-novorossiysk-polusukhoe-krasnoe-zinfandel-kv/
84;Усадьба Перовских Мерло&Каберне Совиньон. Вино столовое сухое красное  2018;Красное;4610017110256;Усадьба Перовских;"ООО ""Вейн унд Вассер""";2020;2018;Сухое;Красное;450;075;81.5;4.0750;https://rskrf.ru//goods/usadba-perovskikh-merlo-kaberne-sovinon-vino-stolovoe-sukhoe-krasnoe-2018/
85;Наследие Мерло 2015;Красное;4699301416526;Наследие Легенда;ДЕЛЬТА КЛАБ ООО;2018;2015;Сухое;Красное;380;075;81.42;4.0710;https://rskrf.ru//goods/nasledie-merlo-2015-vino-stolovoe-sukhoe-krasnoe-/
86;Inkerman Бастардо Классическая коллекция. Вино столовое сухое красное ;Красное;4623721249181;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;Без указания года;Сухое;Красное;378;075;81.41;4.0705;https://rskrf.ru//goods/inkerman-bastardo-klassicheskaya-kollektsiya-vino-stolovoe-sukhoe-krasnoe-/
87;Chateau Pinot Merlot. Вино с ЗГУ «Кубань. Новороссийск». Сухое красное ;Красное;4680074270231;Chateau Pinot;"ООО ""Винодельня Шато Пино""";2020;Без указания года;Сухое;Красное;750;075;81.36;4.0680;https://rskrf.ru//goods/chateau-pinot-merlot-vino-s-zgu-kuban-novorossiysk-sukhoe-krasnoe-/
88;Вино защищенного наименования места происхождения «Сенной» сухое красное выдержанное «Крю Лермонт Мерло» 2018;Красное;4603040014288;Fanagoria;"ОАО ""АПФ ""ФАНАГОРИЯ""";2021;2018;Сухое;Красное;820;075;81.36;4.0680;https://rskrf.ru//goods/vino-zashchishchennogo-naimenovaniya-mesta-proiskhozhdeniya-sennoy-sukhoe-krasnoe-vyderzhannoe-kryu-/
89;Каберне Фран Ассамбляж 2017;Красное;4630017484843;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Красное;639;075;81.36;4.0680;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-kaberne-/
90;Вино с защищенным географическим указанием «Кубань. Новороссийск» сухое красное «Каберне Совиньон. Квинтэссенция» 2019;Красное;4620036811348;Мысхако;"ООО ""МЫСХАКО""";2021;2019;Сухое;Красное;649;075;81.36;4.0680;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-novorossiysk-sukhoe-krasnoe-kaberne-sovinon-/
91;Амурский Потапенко 2017;Красное;4630017482962;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Красное;281;075;81.35;4.0675;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-amurskiy/
92;Alma Hills Каберне Совиньон, вино столовое сухое красное 2018;Красное;4623722077110;Валерий Захарьин;;2019;2018;Сухое;Красное;460;075;81.34;4.0670;https://rskrf.ru//goods/valeriy-zakharin-alma-hills-kaberne-sovinon-vino-stolovoe-sukhoe-krasnoe-2018/
93;Каберне ;Красное;4699301415895;Саук-Дере;ДЕЛЬТА КЛАБ ООО;2018;Без указания года;Сухое;Красное;300;075;81.34;4.0670;https://rskrf.ru//goods/vino-geograficheskogo-naimenovaniya-kaberne-sauk-dere-sukhoe-krasnoe/
94;Esse Мерло отборное. Вино столовое сухое красное 2018;Красное;4660017891969;Esse;"ООО ""ВК САТЕРА""";2020;2018;Сухое;Красное;329;075;81.33;4.0665;https://rskrf.ru//goods/esse-merlo-otbornoe-vino-stolovoe-sukhoe-krasnoe-2018/
95;Вино сухое красное «Мерло-Каберне» ;Красное;4650134100365;Inkerman;"ООО ""ИНКЕРМАНСКИЙ ЗАВОД МАРОЧНЫХ ВИН""";2021;;Сухое;Красное;393;075;81.29;4.0645;https://rskrf.ru//goods/vino-sukhoe-krasnoe-merlo-kaberne-/
96;Бастардо Планерское  2016;Красное;4680020411084;Планерское;ЗАВОД МАРОЧНЫХ ВИН КОКТЕБЕЛЬ ООО;2018;2016;Сухое;Красное;309;075;81.29;4.0645;https://rskrf.ru//goods/bastardo-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-krasnoe-2016-g-planerskoe-kok/
97;Вино с защищенным географическим указанием «Крым» сухое красное «МаМа» ЕССЕ (ESSE) 2020;Красное;4660017892751;Esse;"ООО ""ВК САТЕРА""";2021;2020;Сухое;Красное;790;075;81.27;4.0635;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-krasnoe-mama-esse-esse-2020/
98;Вино с защищенным географическим указанием «Кубань. Таманский полуостров» выдержанное сухое красное «Пино Нуар» 2019;Красное;4640026050502;Поместье Голубицкое;"ООО ""ПОМЕСТЬЕ ГОЛУБИЦКОЕ""";2021;2019;Сухое;Красное;764;075;81.27;4.0635;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-vyderzhannoe-sukhoe-kra/
99;Вино с защищенным географическим указанием «Кубань. Новороссийск» сухое красное «Шато Пино. Пино Нуар» 2019;Красное;4680074270224;Шато Пино;"ООО ""ВИНОДЕЛЬНЯ ШАТО ПИНО""";2021;2019;Сухое;Красное;560;075;81.27;4.0635;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-novorossiysk-sukhoe-krasnoe-shato-pino-pino-/
100;Массандра Мерло. Вино с ЗГУ «Крым». Полусладкое красное  2019;Красное;4680017722773;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Полусладкое;Красное;299;075;81.26;4.0630;https://rskrf.ru//goods/massandra-merlo-vino-s-zgu-krym-polusladkoe-krasnoe-2019/
101;Классическая коллекция, вино красное полусухое ;Красное;4623720857578;Inkerman;;2019;Без указания года;Полусухое;Красное;406;075;81.23;4.0615;https://rskrf.ru//goods/inkerman-klassicheskaya-kollektsiya-inkerman-krasnoe-vino-stolovoe-polusukhoe-n-v/
102;Мерло 2016;Красное;4607964860211;Новое Русское Вино;ДЕЛЬТА КЛАБ ООО;2018;2016;Сухое;Красное;278;075;81.22;4.0610;https://rskrf.ru//goods/vino-geograficheskogo-naimenovaniya-sukhoe-krasnoe-novoe-russkoe-vino-merlo/
103;Авторское Саперави Красностоп, вино сухое красное, ЗГУ «Кубань. Таманский полуостров» 2018;Красное;4603040012291;Фанагория;;2019;2018;Сухое;Красное;420;075;81.22;4.0610;https://rskrf.ru//goods/fanagoriya-avtorskoe-saperavi-krasnostop-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-2018/
104;Мерло 2015;Красное;4699301416571;Усадьба Мысхако;ДЕЛЬТА КЛАБ ООО;2018;2015;Сухое;Красное;671;075;81.2;4.0600;https://rskrf.ru//goods/vino-stolovoe-sukhoe-krasnoe-usadba-myskhako-merlo/
105;Крю Лермонт Пино Нуар, выдержанное сухое красное 2017;Красное;4603040014110;Фанагория;;2019;2017;Сухое;Красное;680;075;81.2;4.0600;https://rskrf.ru//goods/fanagoriya-kryu-lermont-pino-nuar-vino-sennoy-vyderzhannoe-sukhoe-krasnoe-2017/
106;Fanagoria Авторское вино Каберне-Мерло. Вино с ЗГУ «Кубань.Таманский полуостров». Сухое красное  2019;Красное;4603040012253;Фанагория;"ОАО ""АПФ ""Фанагория"" Россия, 353540, Краснодарский край, Темрюкский район, п. Сенной, ул. Мира, 49";2020;2019;Сухое;Красное;369;075;81.2;4.0600;https://rskrf.ru//goods/fanagoria-avtorskoe-vino-kaberne-merlo-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-2019/
107;Вино с защищенным географическим указанием Крым сухое красное «Бастардо»  2019;Красное;4680020412302;Коктебель;"ООО ""ЗАВОД МАРОЧНЫХ ВИН КОКТЕБЕЛЬ""";2021;2019;Сухое;Красное;420;075;81.14;4.0570;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-krasnoe-bastardo-2019/
108;Достойный Селект 2017;Красное;4630017484553;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Красное;299;075;81.12;4.0560;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-dostoyny/
109;Резерв, Каберне, вино выдержанное сухое красное географического наименования 2016;Красное;4607062867211;Шато Тамань;;2019;2016;Сухое;Красное;649;075;81.12;4.0560;https://rskrf.ru//goods/kaberne-shato-taman-rezerv-vino-geograficheskogo-naimenovaniya-vyderzhannoe-sukhoe-krasnoe-2016/
110;Крымское Избранное Мерло, вино столовое сухое красное 2016;Красное;4670015957741;Винный дом Фотисаль;;2019;2016;Сухое;Красное;595;075;81.11;4.0555;https://rskrf.ru//goods/vinnyy-dom-fotisal-krymskoe-izbrannoe-merlo-vino-stolovoe-sukhoe-krasnoe-2016/
111;Резерв Премьер Руж, вино выдержанное сухое красное географического наименования 2017;Красное;4630037250688;Кубань-Вино;;2019;2017;Сухое;Красное;522;075;81.11;4.0555;https://rskrf.ru//goods/kuban-vino-shato-taman-rezerv-premer-ruzh-vino-geograficheskogo-naimenovaniya-vyderzhannoe-sukhoe-kr/
112;Ликурия Мерло 2016;Красное;4699301416120;Ликурия;ЛЕФКАДИЯ ООО;2018;2016;Сухое;Красное;520;075;81.1;4.0550;https://rskrf.ru//goods/likuriya-sukhoe-krasnoe-sorta-vinograda-merlo/
113;Авторское Каберне Цимлянский черный, вино сухое красное, ЗГУ «Кубань. Таманский полуостров» 2018;Красное;4603040012277;Фанагория;;2019;2018;Сухое;Красное;410;075;81.1;4.0550;https://rskrf.ru//goods/fanagoriya-avtorskoe-kaberne-tsimlyanskiy-chernyy-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-krasnoe/
114;Chateau Pinot Гравитация Пино Нуар/Мерло. Вино с ЗГУ «Кубань. Новороссийск». Сухое красное  2019;Красное;4680074270392;Chateau Pinot;"ООО ""Винодельня Шато Пино""";2020;2019;Сухое;Красное;399;075;81.09;4.0545;https://rskrf.ru//goods/chateau-pinot-gravitatsiya-pino-nuar-merlo-vino-s-zgu-kuban-novorossiysk-sukhoe-krasnoe-2019/
115;Вино с защищенным географическим указанием «Кубань. Таманский полуостров» сухое красное «Каберне-Саперави Авторское»  2020;Красное;4603040012260;Fanagoria;"ОАО ""АПФ ""ФАНАГОРИЯ""";2021;2020;Сухое;Красное;399;075;81.09;4.0545;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-kaberne--b94585/
116;Солнечная Долина Пти Вердо. Вино с ЗГУ «Крым». Сухое красное  2019;Красное;4610015992823;Солнечная долина;"АО ""Солнечная Долина""";2020;2019;Сухое;Красное;549;075;81.09;4.0545;https://rskrf.ru//goods/solnechnaya-dolina-pti-verdo-vino-s-zgu-krym-sukhoe-krasnoe-2019/
117;Адагум Красностоп. Вино с ЗГУ «Кубань». Сухое красное  ;Красное;4620012636446;Адагум;"ООО ""Олимп""";2020;Без указания года;Сухое;Красное;202;075;81.08;4.0540;https://rskrf.ru//goods/adagum-krasnostop-vino-s-zgu-kuban-sukhoe-krasnoe-/
